Date,Open,High,Low,Close,Adj Close,Volume
2017-04-04,127.500000,128.899994,126.800003,128.809998,93.410507,26349076
2017-04-05,128.850006,131.250000,128.820007,130.690002,94.773857,34545901
2017-04-06,130.179993,130.929993,129.550003,130.500000,94.636070,23606632
2017-04-07,129.500000,129.889999,127.839996,128.720001,93.345245,27579930
2017-04-10,127.879997,128.100006,125.809998,126.160004,91.488785,29853981
2017-04-11,125.980003,127.690002,125.500000,126.000000,91.372749,32664380
2017-04-12,127.050003,127.449997,124.620003,125.050003,90.683830,28979480
2017-04-13,125.949997,125.949997,123.500000,124.540001,90.313988,42266230
2017-04-14,124.290001,124.370003,122.629997,122.849998,89.088432,14732590
2017-04-17,123.000000,124.029999,122.250000,123.699997,89.704834,21674611
2017-04-18,124.099998,124.389999,122.029999,122.220001,88.631577,22108500
2017-04-19,122.739998,123.150002,121.250000,121.550003,88.145706,28942230
2017-04-20,121.300003,121.989998,120.550003,121.989998,88.464775,32985477
2017-04-21,122.129997,123.639999,122.129997,123.000000,89.197212,29514128
2017-04-24,123.559998,128.399994,123.379997,128.000000,92.823105,66796950
2017-04-25,128.500000,131.750000,127.980003,130.199997,94.418510,57537080
2017-04-26,130.199997,134.000000,130.009995,133.429993,96.760841,57713065
2017-04-27,133.350006,136.600006,132.220001,133.410004,96.746353,99565982
2017-04-28,136.000000,137.770004,135.050003,136.750000,99.168449,52898815
2017-05-02,137.289993,138.429993,136.279999,136.520004,99.001656,33849860
2017-05-03,136.460007,138.089996,135.100006,135.809998,98.486778,33150950
2017-05-04,135.800003,136.410004,134.300003,134.929993,97.848618,31968840
2017-05-05,133.679993,134.940002,132.910004,134.410004,97.471535,26287192
2017-05-10,134.979996,135.429993,133.509995,134.190002,97.311981,23775460
2017-05-11,134.559998,134.750000,130.369995,131.100006,95.071175,36626810
2017-05-12,131.410004,132.500000,130.199997,132.500000,96.086426,23895370
2017-05-15,132.789993,133.919998,129.279999,131.500000,95.361252,46409680
2017-05-16,131.410004,133.070007,130.270004,131.130005,95.092934,22535601
2017-05-17,130.979996,132.179993,130.600006,132.070007,95.774605,17640941
2017-05-18,131.369995,132.839996,125.849998,126.900002,92.025414,80144100
2017-05-19,127.320000,127.400002,124.000000,124.190002,90.060173,57694887
2017-05-22,124.470001,124.489998,122.169998,122.519997,88.849129,39237651
2017-05-23,122.599998,123.709999,121.959999,123.230003,89.364006,34384062
2017-05-24,123.360001,123.669998,120.919998,122.000000,88.472038,32263370
2017-05-25,122.389999,122.470001,120.750000,121.610001,88.189209,24572020
2017-05-26,121.480003,122.199997,120.540001,122.199997,88.617073,22658579
2017-05-29,122.400002,123.830002,122.110001,123.110001,89.276985,24492100
2017-05-30,122.720001,122.910004,121.790001,122.099998,88.544556,16160700
2017-05-31,122.209999,122.779999,119.400002,120.279999,87.224716,55411891
2017-06-01,120.290001,120.980003,117.239998,118.000000,85.571312,48654370
2017-06-02,117.860001,119.690002,116.550003,119.690002,86.796867,38326838
2017-06-05,119.570000,120.989998,118.550003,119.000000,86.296494,24798981
2017-06-06,119.000000,120.239998,118.660004,119.050003,86.332756,18204970
2017-06-07,119.339996,121.440002,118.849998,118.919998,86.238472,27874095
2017-06-08,119.150002,120.110001,117.820000,119.300003,86.514046,27524580
2017-06-09,119.389999,120.500000,118.949997,120.500000,87.384262,21305850
2017-06-13,120.080002,120.379997,118.150002,118.150002,85.680084,31098723
2017-06-14,118.180000,118.540001,115.099998,115.349998,83.649582,47015155
2017-06-15,115.290001,115.750000,111.459999,115.489998,83.751099,120747190
2017-06-16,115.809998,117.250000,114.599998,116.019997,84.135452,40352610
2017-06-19,116.000000,117.449997,115.790001,117.330002,85.085434,21758290
2017-06-20,117.510002,119.000000,116.559998,117.440002,85.165207,29974830
2017-06-21,117.500000,118.320000,116.839996,117.970001,85.549561,23627704
2017-06-22,117.779999,119.779999,116.860001,119.550003,86.695343,31574430
2017-06-23,119.519997,120.089996,118.660004,119.099998,86.369011,23310380
2017-06-26,119.500000,119.970001,118.260002,118.669998,86.057182,18290700
2017-06-27,118.360001,119.750000,118.019997,119.349998,86.550308,18379610
2017-06-28,118.720001,119.699997,118.190002,119.699997,86.804115,21203011
2017-06-29,120.169998,120.879997,118.800003,119.160004,86.412521,26473501
2017-06-30,118.860001,120.220001,118.180000,118.489998,85.926651,22483710
2017-07-03,119.160004,119.930000,118.750000,119.860001,86.920143,18244531
2017-07-04,120.000000,123.290001,119.720001,122.730003,89.001419,37722833
2017-07-05,122.949997,123.750000,122.320000,122.699997,88.979660,26076215
2017-07-06,122.809998,123.650002,121.440002,122.680000,88.965157,25182006
2017-07-07,122.190002,123.000000,121.400002,123.000000,89.197212,24747990
2017-07-10,123.220001,124.620003,123.129997,124.250000,90.103683,27181470
2017-07-11,124.360001,124.940002,123.849998,124.779999,90.488037,20664910
2017-07-12,125.010002,125.300003,124.190002,124.870003,90.553299,22747058
2017-07-13,124.809998,125.889999,124.660004,125.550003,91.046425,29413011
2017-07-14,125.669998,126.349998,125.000000,125.000000,90.647575,21567116
2017-07-17,125.389999,125.699997,124.300003,125.139999,90.749100,23844295
2017-07-18,125.099998,125.750000,124.489998,124.489998,90.277733,39563604
2017-07-19,118.480003,120.110001,118.110001,120.110001,93.114906,43182864
2017-07-20,120.430000,121.269997,119.809998,120.599998,93.494774,21833191
2017-07-21,120.209999,120.260002,118.650002,118.949997,92.215614,20858610
2017-07-24,118.529999,119.400002,117.919998,119.169998,92.386177,22839956
2017-07-25,119.129997,119.699997,117.669998,118.400002,91.789238,23692640
2017-07-26,118.349998,119.120003,118.250000,119.000000,92.254387,22322481
2017-07-27,119.110001,119.349998,117.830002,118.680000,92.006294,25785080
2017-07-28,118.160004,118.180000,115.410004,116.900002,90.626366,34585490
2017-07-31,116.699997,118.180000,115.080002,116.099998,90.006157,40317380
2017-08-01,116.820000,118.650002,116.820000,117.989998,91.471375,29024716
2017-08-02,118.000000,119.089996,117.900002,119.089996,92.324150,20799090
2017-08-03,119.150002,119.989998,118.849998,119.580002,92.704025,22387840
2017-08-04,119.300003,119.879997,118.680000,119.449997,92.603241,17281170
2017-08-07,119.320000,120.379997,118.900002,119.500000,92.642006,21811629
2017-08-08,119.470001,119.889999,119.250000,119.669998,92.773788,14908884
2017-08-09,119.400002,119.459999,118.019997,118.680000,92.006294,20308410
2017-08-10,118.699997,119.400002,118.029999,118.050003,91.517899,18203850
2017-08-11,117.550003,117.849998,116.339996,116.930000,90.649620,24908371
2017-08-14,117.150002,117.989998,117.150002,117.400002,91.013985,13556192
2017-08-15,117.120003,117.699997,116.510002,117.589996,91.161285,16710625
2017-08-16,117.800003,117.870003,116.629997,116.750000,90.510078,19162990
2017-08-17,116.650002,116.949997,115.919998,116.220001,90.099197,16610001
2017-08-18,115.860001,116.089996,115.150002,116.000000,89.928642,22345067
2017-08-21,116.070000,116.470001,115.389999,115.919998,89.866615,16516090
2017-08-22,115.970001,116.730003,115.680000,116.000000,89.928642,16101290
2017-08-23,116.089996,116.269997,115.070000,115.750000,89.734825,22786652
2017-08-24,115.750000,116.889999,115.419998,116.559998,90.362778,18580489
2017-08-25,116.820000,118.000000,116.559998,117.849998,91.362846,21099191
2017-08-28,117.800003,118.750000,117.540001,118.750000,92.060570,16227155
2017-08-29,118.500000,118.629997,116.500000,118.300003,91.711708,27644330
2017-08-30,118.400002,118.900002,116.879997,118.199997,91.634178,32071170
2017-08-31,117.989998,119.209999,117.349998,117.970001,91.455879,41045541
2017-09-01,118.050003,118.260002,117.040001,117.400002,91.013985,22711531
2017-09-04,117.000000,117.650002,116.559998,117.000000,90.703888,16056313
2017-09-05,117.550003,117.889999,115.900002,116.000000,89.928642,26653566
2017-09-06,116.000000,117.580002,115.660004,117.139999,90.812416,24521460
2017-09-07,117.139999,117.139999,117.139999,117.139999,90.812416,0
2017-09-08,118.150002,120.449997,118.150002,120.339996,93.293213,41838310
